{
    (33, 30): {
        (18, 35),
        (20, 37),
        (16, 38),
        (18, 38),
        (16, 39),
        (17, 39),
        (16, 37),
        (20, 38),
        (17, 40),
        (20, 39),
        (19, 37),
        (17, 36),
        (19, 39),
        (18, 36),
        (18, 39),
        (16, 40),
        (18, 37),
        (16, 36),
        (15, 38),
        (17, 38),
        (20, 36),
        (17, 37),
        (18, 40),
    },
    (23, 10): {
        (20, 10),
        (22, 12),
        (21, 9),
        (24, 11),
        (26, 10),
        (25, 8),
        (21, 10),
        (21, 11),
        (25, 11),
        (22, 9),
        (23, 13),
        (23, 11),
        (24, 10),
        (25, 9),
        (23, 10),
        (25, 10),
        (22, 8),
        (22, 10),
        (23, 12),
        (24, 9),
        (21, 8),
        (21, 12),
        (23, 8),
        (23, 9),
        (23, 7),
        (24, 8),
        (25, 12),
        (22, 11),
        (24, 12),
    },
    (27, 11): {
        (27, 9),
        (26, 13),
        (29, 9),
        (29, 11),
        (28, 10),
        (27, 10),
        (27, 12),
        (27, 8),
        (24, 11),
        (25, 10),
        (30, 11),
        (26, 11),
        (27, 13),
        (27, 14),
        (28, 9),
        (25, 13),
        (27, 11),
        (25, 12),
        (26, 9),
        (26, 12),
        (28, 13),
        (29, 13),
        (25, 9),
        (29, 10),
        (28, 12),
        (25, 11),
        (26, 10),
        (28, 11),
        (29, 12),
    },
    (39, 7): {
        (38, 8),
        (37, 9),
        (38, 9),
        (38, 7),
        (42, 7),
        (41, 6),
        (37, 5),
        (41, 7),
        (41, 9),
        (39, 10),
        (40, 6),
        (41, 8),
        (37, 8),
        (36, 7),
        (39, 7),
        (37, 7),
        (40, 5),
        (39, 9),
        (40, 7),
        (39, 5),
        (39, 8),
        (39, 4),
        (41, 5),
        (39, 6),
        (38, 6),
        (40, 8),
        (38, 5),
        (37, 6),
        (40, 9),
    },
    (18, 49): {
        (16, 48),
        (19, 48),
        (20, 47),
        (17, 47),
        (16, 47),
        (18, 46),
        (20, 48),
        (21, 49),
        (17, 48),
        (18, 49),
        (19, 49),
        (19, 47),
        (20, 49),
        (18, 47),
        (17, 49),
        (18, 48),
        (15, 49),
        (16, 49),
    },
    (40, 29): {
        (38, 31),
        (41, 28),
        (38, 27),
        (37, 29),
        (39, 28),
        (42, 28),
        (41, 30),
        (42, 27),
        (40, 32),
        (41, 31),
        (42, 30),
        (38, 30),
        (41, 27),
        (40, 30),
        (39, 30),
        (39, 31),
        (40, 26),
        (39, 29),
        (40, 28),
        (40, 29),
        (38, 28),
        (38, 29),
        (40, 27),
        (43, 29),
        (39, 27),
        (42, 31),
        (42, 29),
        (41, 29),
        (40, 31),
    },
    (45, 33): {
        (45, 32),
        (44, 35),
        (44, 34),
        (45, 34),
        (43, 31),
        (44, 31),
        (46, 31),
        (43, 35),
        (45, 31),
        (47, 34),
        (47, 33),
        (47, 35),
        (42, 33),
        (46, 35),
        (45, 30),
        (43, 34),
        (43, 33),
        (45, 33),
        (45, 35),
        (47, 31),
        (44, 32),
        (48, 33),
        (45, 36),
        (46, 34),
        (46, 33),
        (47, 32),
        (46, 32),
        (43, 32),
        (44, 33),
    },
    (1, 9): {
        (0, 10),
        (0, 7),
        (1, 10),
        (0, 9),
        (1, 6),
        (3, 10),
        (2, 8),
        (2, 11),
        (3, 9),
        (1, 8),
        (1, 7),
        (2, 7),
        (1, 12),
        (3, 7),
        (0, 8),
        (1, 11),
        (1, 9),
        (2, 9),
        (3, 11),
        (2, 10),
        (0, 11),
        (3, 8),
        (4, 9),
    },
    (36, 39): {
        (35, 38),
        (37, 41),
        (36, 41),
        (34, 41),
        (34, 37),
        (34, 38),
        (35, 37),
        (36, 38),
        (38, 37),
        (38, 39),
        (37, 37),
        (35, 41),
        (38, 38),
        (36, 40),
        (37, 39),
        (34, 39),
        (37, 38),
        (34, 40),
        (38, 40),
        (39, 39),
        (36, 37),
        (35, 39),
        (36, 36),
        (33, 39),
        (38, 41),
        (36, 39),
        (36, 42),
        (37, 40),
        (35, 40),
    },
    (16, 40): {
        (16, 37),
        (16, 40),
        (14, 40),
        (15, 42),
        (17, 41),
        (18, 42),
        (19, 40),
        (15, 41),
        (18, 39),
        (13, 40),
        (15, 38),
        (14, 42),
        (16, 38),
        (14, 38),
        (15, 39),
        (16, 42),
        (17, 39),
        (16, 43),
        (14, 39),
        (17, 40),
        (18, 40),
        (15, 40),
        (17, 38),
        (16, 39),
        (17, 42),
        (16, 41),
        (18, 38),
        (18, 41),
        (14, 41),
    },
    (33, 34): {
        (34, 35),
        (31, 32),
        (35, 33),
        (31, 35),
        (35, 34),
        (35, 36),
        (35, 35),
        (33, 33),
        (33, 35),
        (31, 34),
        (33, 32),
        (34, 36),
        (34, 34),
        (34, 32),
        (33, 37),
        (31, 36),
        (31, 33),
        (34, 33),
        (30, 34),
        (36, 34),
        (32, 34),
        (33, 31),
        (33, 34),
        (32, 32),
        (33, 36),
        (35, 32),
        (32, 33),
        (32, 35),
        (32, 36),
    },
    (13, 39): {
        (12, 41),
        (14, 37),
        (11, 41),
        (11, 40),
        (11, 39),
        (13, 37),
        (13, 39),
        (12, 38),
        (13, 41),
        (13, 40),
        (15, 38),
        (15, 41),
        (13, 38),
        (13, 36),
        (14, 38),
        (14, 40),
        (11, 38),
        (13, 42),
        (12, 37),
        (11, 37),
        (16, 39),
        (14, 41),
        (10, 39),
        (12, 39),
        (12, 40),
        (15, 37),
        (15, 40),
        (14, 39),
        (15, 39),
    },
    (13, 13): {
        (15, 14),
        (14, 15),
        (11, 14),
        (14, 11),
        (15, 11),
        (12, 14),
        (10, 13),
        (13, 11),
        (11, 11),
        (12, 11),
        (13, 13),
        (13, 16),
        (14, 12),
        (13, 14),
        (13, 12),
        (11, 13),
        (15, 12),
        (13, 15),
        (14, 13),
        (12, 12),
        (13, 10),
        (15, 13),
        (11, 12),
        (14, 14),
        (12, 15),
        (12, 13),
        (11, 15),
        (16, 13),
        (15, 15),
    },
    (8, 16): {
        (11, 16),
        (9, 15),
        (5, 16),
        (10, 14),
        (7, 15),
        (8, 18),
        (9, 18),
        (7, 17),
        (6, 16),
        (6, 18),
        (7, 14),
        (10, 15),
        (10, 18),
        (10, 16),
        (9, 17),
        (10, 17),
        (6, 14),
        (8, 17),
        (9, 16),
        (9, 14),
        (8, 13),
        (8, 16),
        (8, 14),
        (8, 19),
        (6, 17),
        (7, 18),
        (6, 15),
        (8, 15),
        (7, 16),
    },
    (23, 28): {
        (22, 28),
        (23, 29),
        (25, 27),
        (25, 30),
        (24, 27),
        (22, 27),
        (21, 26),
        (22, 26),
        (21, 27),
        (22, 30),
        (24, 30),
        (23, 26),
        (24, 29),
        (21, 29),
        (22, 29),
        (23, 31),
        (24, 26),
        (24, 28),
        (23, 25),
        (23, 30),
        (21, 30),
        (23, 27),
        (25, 29),
        (26, 28),
        (23, 28),
        (25, 28),
        (25, 26),
        (20, 28),
        (21, 28),
    },
    (39, 1): {
        (37, 1),
        (38, 2),
        (38, 3),
        (39, 4),
        (40, 0),
        (40, 3),
        (41, 1),
        (41, 2),
        (36, 1),
        (39, 1),
        (42, 1),
        (37, 3),
        (37, 2),
        (40, 1),
        (39, 2),
        (38, 1),
        (41, 0),
        (38, 0),
        (39, 3),
        (40, 2),
        (41, 3),
        (37, 0),
        (39, 0),
    },
    (23, 26): {
        (21, 28),
        (20, 26),
        (21, 26),
        (22, 25),
        (21, 24),
        (25, 26),
        (23, 27),
        (23, 24),
        (24, 26),
        (24, 28),
        (21, 27),
        (25, 27),
        (23, 25),
        (26, 26),
        (22, 24),
        (24, 25),
        (21, 25),
        (23, 26),
        (23, 28),
        (24, 24),
        (23, 29),
        (25, 24),
        (25, 25),
        (22, 27),
        (23, 23),
        (22, 28),
        (24, 27),
        (25, 28),
        (22, 26),
    },
    (3, 29): {
        (3, 32),
        (2, 28),
        (1, 31),
        (5, 28),
        (4, 29),
        (6, 29),
        (1, 30),
        (4, 31),
        (3, 29),
        (1, 28),
        (4, 27),
        (5, 30),
        (3, 27),
        (4, 28),
        (2, 31),
        (3, 26),
        (5, 29),
        (1, 29),
        (3, 30),
        (1, 27),
        (2, 30),
        (5, 27),
        (5, 31),
        (3, 31),
        (3, 28),
        (4, 30),
        (2, 29),
        (0, 29),
        (2, 27),
    },
    (12, 35): {
        (11, 35),
        (11, 37),
        (10, 37),
        (12, 33),
        (11, 34),
        (13, 36),
        (13, 33),
        (12, 34),
        (12, 35),
        (11, 33),
        (12, 36),
        (10, 33),
        (12, 37),
        (13, 34),
        (14, 34),
        (14, 35),
        (14, 36),
        (14, 33),
        (11, 36),
        (15, 35),
        (10, 35),
        (13, 37),
        (10, 36),
        (12, 38),
        (9, 35),
        (13, 35),
        (12, 32),
        (10, 34),
        (14, 37),
    },
    (21, 41): {
        (22, 41),
        (22, 43),
        (21, 44),
        (23, 43),
        (19, 43),
        (18, 41),
        (21, 43),
        (24, 41),
        (21, 40),
        (22, 42),
        (22, 39),
        (23, 39),
        (19, 39),
        (20, 41),
        (20, 42),
        (21, 38),
        (23, 42),
        (21, 41),
        (20, 43),
        (19, 42),
        (20, 40),
        (23, 41),
        (21, 39),
        (20, 39),
        (19, 40),
        (22, 40),
        (21, 42),
        (23, 40),
        (19, 41),
    },
    (27, 22): {
        (28, 21),
        (30, 22),
        (26, 20),
        (24, 22),
        (27, 19),
        (27, 20),
        (27, 21),
        (26, 22),
        (29, 21),
        (25, 22),
        (26, 21),
        (29, 22),
        (29, 23),
        (27, 25),
        (27, 22),
        (25, 20),
        (28, 23),
        (25, 23),
        (28, 24),
        (26, 24),
        (27, 24),
        (25, 21),
        (26, 23),
        (29, 24),
        (28, 20),
        (28, 22),
        (25, 24),
        (27, 23),
        (29, 20),
    },
    (9, 35): {
        (12, 35),
        (8, 33),
        (8, 37),
        (7, 36),
        (7, 37),
        (8, 35),
        (6, 35),
        (7, 35),
        (11, 36),
        (9, 38),
        (11, 33),
        (8, 34),
        (9, 35),
        (11, 34),
        (11, 35),
        (10, 37),
        (9, 34),
        (9, 36),
        (9, 32),
        (10, 33),
        (10, 34),
        (8, 36),
        (9, 33),
        (7, 33),
        (11, 37),
        (7, 34),
        (9, 37),
        (10, 35),
        (10, 36),
    },
    (19, 25): {
        (22, 25),
        (19, 26),
        (16, 25),
        (19, 28),
        (19, 23),
        (18, 25),
        (17, 26),
        (20, 26),
        (21, 23),
        (20, 23),
        (20, 24),
        (18, 27),
        (19, 25),
        (21, 24),
        (21, 25),
        (19, 22),
        (19, 27),
        (18, 26),
        (21, 26),
        (17, 23),
        (17, 25),
        (17, 27),
        (19, 24),
        (20, 25),
        (18, 23),
        (18, 24),
        (20, 27),
        (21, 27),
        (17, 24),
    },
    (7, 41): {
        (10, 41),
        (8, 42),
        (6, 40),
        (6, 39),
        (9, 43),
        (5, 43),
        (8, 40),
        (7, 44),
        (8, 39),
        (7, 40),
        (7, 41),
        (8, 41),
        (5, 41),
        (5, 42),
        (5, 39),
        (6, 41),
        (9, 39),
        (7, 43),
        (6, 43),
        (7, 42),
        (7, 38),
        (9, 40),
        (4, 41),
        (8, 43),
        (9, 42),
        (6, 42),
        (5, 40),
        (7, 39),
        (9, 41),
    },
    (20, 42): {
        (22, 42),
        (19, 42),
        (20, 41),
        (21, 44),
        (22, 43),
        (19, 43),
        (21, 42),
        (18, 44),
        (18, 43),
        (18, 40),
        (21, 41),
        (19, 40),
        (21, 43),
        (22, 40),
        (20, 45),
        (20, 42),
        (19, 44),
        (17, 42),
        (21, 40),
        (18, 41),
        (20, 43),
        (23, 42),
        (19, 41),
        (20, 40),
        (20, 44),
        (22, 44),
        (20, 39),
        (18, 42),
        (22, 41),
    },
    (20, 15): {
        (22, 14),
        (18, 17),
        (20, 16),
        (20, 13),
        (18, 16),
        (19, 17),
        (19, 16),
        (20, 15),
        (22, 15),
        (21, 17),
        (18, 14),
        (23, 15),
        (18, 13),
        (17, 15),
        (21, 13),
        (20, 12),
        (20, 14),
        (22, 17),
        (21, 16),
        (19, 14),
        (19, 13),
        (22, 16),
        (22, 13),
        (18, 15),
        (21, 15),
        (20, 18),
        (20, 17),
        (21, 14),
        (19, 15),
    },
    (7, 1): {
        (7, 0),
        (5, 3),
        (10, 1),
        (5, 2),
        (8, 0),
        (7, 3),
        (5, 0),
        (5, 1),
        (7, 1),
        (6, 1),
        (4, 1),
        (6, 2),
        (8, 3),
        (9, 1),
        (9, 3),
        (9, 0),
        (8, 2),
        (7, 4),
        (6, 3),
        (7, 2),
        (8, 1),
        (9, 2),
        (6, 0),
    },
    (40, 8): {
        (39, 10),
        (37, 8),
        (40, 5),
        (40, 11),
        (40, 7),
        (42, 6),
        (42, 8),
        (41, 8),
        (38, 6),
        (38, 9),
        (39, 8),
        (39, 9),
        (42, 7),
        (39, 7),
        (39, 6),
        (41, 6),
        (42, 10),
        (40, 6),
        (42, 9),
        (40, 8),
        (40, 10),
        (40, 9),
        (41, 9),
        (43, 8),
        (38, 10),
        (38, 8),
        (38, 7),
        (41, 7),
        (41, 10),
    },
    (2, 17): {
        (2, 17),
        (3, 16),
        (1, 18),
        (0, 18),
        (2, 16),
        (3, 18),
        (4, 15),
        (4, 17),
        (0, 19),
        (2, 18),
        (4, 18),
        (1, 19),
        (0, 16),
        (2, 20),
        (2, 15),
        (4, 16),
        (0, 17),
        (4, 19),
        (1, 16),
        (5, 17),
        (2, 14),
        (0, 15),
        (2, 19),
        (1, 15),
        (3, 17),
        (3, 15),
        (1, 17),
        (3, 19),
    },
    (13, 14): {
        (11, 14),
        (13, 16),
        (15, 16),
        (13, 12),
        (10, 14),
        (13, 14),
        (13, 17),
        (14, 15),
        (12, 13),
        (12, 16),
        (15, 12),
        (14, 13),
        (15, 13),
        (13, 15),
        (13, 13),
        (14, 16),
        (15, 14),
        (16, 14),
        (12, 12),
        (11, 12),
        (12, 15),
        (14, 14),
        (11, 15),
        (11, 13),
        (11, 16),
        (13, 11),
        (15, 15),
        (12, 14),
        (14, 12),
    },
    (6, 17): {
        (5, 18),
        (6, 18),
        (8, 19),
        (7, 15),
        (7, 18),
        (5, 19),
        (4, 19),
        (8, 16),
        (8, 18),
        (8, 17),
        (6, 16),
        (7, 17),
        (5, 16),
        (4, 17),
        (7, 19),
        (4, 16),
        (6, 15),
        (6, 17),
        (6, 20),
        (9, 17),
        (6, 19),
        (6, 14),
        (5, 15),
        (3, 17),
        (7, 16),
        (8, 15),
        (5, 17),
        (4, 18),
        (4, 15),
    },
    (30, 8): {
        (28, 8),
        (31, 8),
        (28, 9),
        (32, 7),
        (30, 5),
        (28, 10),
        (31, 6),
        (30, 9),
        (31, 10),
        (30, 6),
        (29, 8),
        (31, 7),
        (31, 9),
        (30, 11),
        (29, 10),
        (28, 6),
        (32, 10),
        (33, 8),
        (32, 6),
        (30, 8),
        (29, 6),
        (30, 7),
        (27, 8),
        (28, 7),
        (32, 8),
        (30, 10),
        (29, 9),
        (32, 9),
        (29, 7),
    },
    (30, 49): {
        (31, 47),
        (31, 48),
        (30, 47),
        (29, 49),
        (28, 49),
        (27, 49),
        (30, 46),
        (32, 49),
        (28, 48),
        (30, 49),
        (31, 49),
        (33, 49),
        (30, 48),
        (29, 47),
        (29, 48),
        (32, 47),
        (32, 48),
        (28, 47),
    },
    (26, 20): {
        (26, 22),
        (28, 21),
        (24, 20),
        (26, 20),
        (25, 20),
        (26, 23),
        (27, 20),
        (24, 22),
        (29, 20),
        (28, 20),
        (26, 19),
        (27, 21),
        (24, 18),
        (28, 18),
        (28, 19),
        (23, 20),
        (25, 21),
        (26, 17),
        (25, 19),
        (27, 18),
        (25, 18),
        (24, 21),
        (27, 19),
        (27, 22),
        (25, 22),
        (26, 21),
        (28, 22),
        (26, 18),
        (24, 19),
    },
    (7, 31): {
        (5, 30),
        (8, 29),
        (4, 31),
        (7, 31),
        (8, 33),
        (7, 29),
        (6, 33),
        (5, 29),
        (9, 29),
        (5, 33),
        (7, 34),
        (10, 31),
        (8, 31),
        (5, 31),
        (9, 32),
        (6, 32),
        (7, 33),
        (6, 30),
        (6, 31),
        (9, 33),
        (7, 32),
        (9, 30),
        (8, 32),
        (7, 28),
        (8, 30),
        (7, 30),
        (9, 31),
        (6, 29),
        (5, 32),
    },
    (32, 31): {
        (34, 30),
        (31, 31),
        (32, 33),
        (30, 31),
        (30, 29),
        (32, 34),
        (32, 32),
        (33, 31),
        (29, 31),
        (31, 33),
        (33, 33),
        (31, 29),
        (34, 29),
        (34, 33),
        (33, 30),
        (31, 30),
        (35, 31),
        (32, 29),
        (34, 32),
        (33, 32),
        (30, 33),
        (32, 31),
        (31, 32),
        (33, 29),
        (30, 30),
        (30, 32),
        (34, 31),
        (32, 30),
        (32, 28),
    },
    (25, 39): {
        (23, 40),
        (26, 41),
        (24, 38),
        (25, 38),
        (22, 39),
        (27, 41),
        (25, 39),
        (23, 38),
        (26, 37),
        (27, 40),
        (27, 38),
        (25, 42),
        (23, 37),
        (25, 41),
        (25, 37),
        (24, 37),
        (23, 41),
        (27, 39),
        (26, 39),
        (26, 40),
        (25, 40),
        (25, 36),
        (24, 41),
        (26, 38),
        (27, 37),
        (24, 39),
        (28, 39),
        (23, 39),
        (24, 40),
    },
    (41, 0): {
        (40, 1),
        (43, 2),
        (39, 0),
        (42, 0),
        (41, 0),
        (42, 1),
        (40, 2),
        (39, 1),
        (40, 0),
        (41, 2),
        (44, 0),
        (38, 0),
        (43, 1),
        (41, 3),
        (41, 1),
        (43, 0),
        (39, 2),
        (42, 2),
    },
    (47, 42): {
        (45, 40),
        (46, 44),
        (48, 43),
        (46, 43),
        (45, 41),
        (47, 42),
        (46, 41),
        (47, 43),
        (47, 45),
        (49, 40),
        (47, 41),
        (49, 42),
        (45, 44),
        (46, 40),
        (44, 42),
        (45, 43),
        (48, 41),
        (48, 44),
        (49, 41),
        (49, 44),
        (47, 39),
        (49, 43),
        (47, 40),
        (47, 44),
        (45, 42),
        (48, 40),
        (48, 42),
        (46, 42),
    },
    (4, 10): {
        (4, 9),
        (5, 11),
        (6, 9),
        (3, 11),
        (4, 10),
        (3, 9),
        (6, 10),
        (5, 9),
        (5, 12),
        (6, 12),
        (2, 12),
        (4, 12),
        (4, 7),
        (3, 10),
        (2, 10),
        (2, 8),
        (4, 11),
        (4, 13),
        (5, 10),
        (7, 10),
        (3, 8),
        (1, 10),
        (6, 8),
        (6, 11),
        (2, 9),
        (3, 12),
        (4, 8),
        (2, 11),
        (5, 8),
    },
    (15, 17): {
        (13, 18),
        (18, 17),
        (14, 15),
        (15, 17),
        (16, 18),
        (15, 15),
        (16, 17),
        (14, 18),
        (13, 15),
        (13, 16),
        (16, 15),
        (16, 19),
        (13, 19),
        (15, 16),
        (15, 14),
        (15, 20),
        (17, 19),
        (17, 17),
        (15, 19),
        (14, 16),
        (17, 15),
        (12, 17),
        (14, 19),
        (15, 18),
        (17, 16),
        (17, 18),
        (16, 16),
        (13, 17),
        (14, 17),
    },
    (23, 40): {
        (22, 39),
        (22, 41),
        (22, 40),
        (25, 38),
        (24, 40),
        (21, 38),
        (25, 39),
        (23, 42),
        (24, 41),
        (23, 40),
        (23, 41),
        (26, 40),
        (21, 40),
        (25, 42),
        (23, 37),
        (24, 38),
        (24, 39),
        (23, 38),
        (23, 39),
        (21, 41),
        (25, 40),
        (20, 40),
        (23, 43),
        (22, 42),
        (25, 41),
        (21, 39),
        (21, 42),
        (22, 38),
        (24, 42),
    },
    (35, 47): {
        (34, 46),
        (34, 49),
        (33, 49),
        (35, 48),
        (33, 48),
        (36, 49),
        (37, 48),
        (35, 45),
        (33, 47),
        (34, 48),
        (36, 45),
        (33, 46),
        (35, 49),
        (37, 49),
        (33, 45),
        (34, 45),
        (36, 46),
        (36, 47),
        (37, 46),
        (32, 47),
        (35, 44),
        (38, 47),
        (37, 47),
        (36, 48),
        (37, 45),
        (35, 47),
        (35, 46),
        (34, 47),
    },
    (35, 42): {
        (34, 44),
        (38, 42),
        (33, 44),
        (36, 40),
        (35, 39),
        (33, 40),
        (35, 42),
        (36, 41),
        (37, 43),
        (35, 40),
        (37, 40),
        (33, 41),
        (34, 42),
        (32, 42),
        (34, 41),
        (36, 44),
        (36, 43),
        (33, 42),
        (35, 44),
        (37, 44),
        (37, 41),
        (37, 42),
        (35, 41),
        (36, 42),
        (34, 40),
        (34, 43),
        (35, 43),
        (35, 45),
        (33, 43),
    },
    (27, 30): {
        (28, 30),
        (25, 31),
        (26, 32),
        (29, 29),
        (28, 29),
        (25, 30),
        (24, 30),
        (27, 30),
        (29, 28),
        (27, 32),
        (26, 29),
        (28, 28),
        (27, 31),
        (25, 32),
        (27, 27),
        (27, 33),
        (28, 32),
        (29, 30),
        (27, 28),
        (29, 32),
        (29, 31),
        (25, 29),
        (26, 31),
        (26, 28),
        (27, 29),
        (26, 30),
        (25, 28),
        (28, 31),
        (30, 30),
    },
    (8, 28): {
        (7, 29),
        (11, 28),
        (7, 27),
        (8, 27),
        (7, 28),
        (6, 28),
        (9, 26),
        (8, 30),
        (10, 28),
        (9, 30),
        (6, 27),
        (9, 27),
        (8, 31),
        (6, 26),
        (7, 30),
        (8, 29),
        (10, 26),
        (10, 27),
        (8, 28),
        (10, 30),
        (9, 29),
        (5, 28),
        (10, 29),
        (8, 25),
        (6, 30),
        (9, 28),
        (7, 26),
        (8, 26),
        (6, 29),
    },
    (23, 38): {
        (22, 40),
        (23, 37),
        (25, 37),
        (22, 39),
        (23, 35),
        (23, 36),
        (26, 38),
        (20, 38),
        (21, 38),
        (22, 38),
        (25, 39),
        (24, 36),
        (24, 40),
        (21, 37),
        (25, 36),
        (25, 38),
        (22, 36),
        (23, 40),
        (21, 40),
        (23, 41),
        (24, 38),
        (21, 39),
        (23, 38),
        (22, 37),
        (24, 39),
        (24, 37),
        (21, 36),
        (23, 39),
        (25, 40),
    },
    (31, 28): {
        (31, 26),
        (30, 27),
        (30, 29),
        (32, 27),
        (31, 29),
        (31, 30),
        (32, 28),
        (31, 27),
        (33, 30),
        (29, 30),
        (30, 30),
        (34, 28),
        (32, 29),
        (33, 28),
        (29, 28),
        (31, 25),
        (30, 26),
        (30, 28),
        (33, 26),
        (31, 31),
        (29, 26),
        (33, 29),
        (28, 28),
        (29, 29),
        (33, 27),
        (29, 27),
        (31, 28),
        (32, 30),
        (32, 26),
    },
    (37, 1): {
        (37, 2),
        (40, 1),
        (35, 1),
        (36, 1),
        (38, 0),
        (38, 1),
        (36, 2),
        (36, 0),
        (37, 1),
        (35, 2),
        (39, 0),
        (39, 3),
        (38, 3),
        (35, 0),
        (39, 1),
        (36, 3),
        (34, 1),
        (38, 2),
        (37, 0),
        (37, 3),
        (35, 3),
        (39, 2),
        (37, 4),
    },
    (13, 45): {
        (11, 43),
        (13, 46),
        (12, 47),
        (13, 48),
        (13, 44),
        (12, 44),
        (14, 47),
        (15, 46),
        (13, 42),
        (15, 43),
        (10, 45),
        (13, 43),
        (11, 45),
        (13, 45),
        (14, 44),
        (12, 46),
        (13, 47),
        (16, 45),
        (14, 46),
        (11, 47),
        (15, 47),
        (12, 45),
        (12, 43),
        (11, 46),
        (14, 45),
        (11, 44),
        (15, 45),
        (14, 43),
        (15, 44),
    },
    (47, 44): {
        (48, 45),
        (49, 42),
        (47, 44),
        (44, 44),
        (47, 43),
        (46, 44),
        (49, 44),
        (47, 42),
        (45, 42),
        (45, 43),
        (49, 46),
        (46, 45),
        (49, 43),
        (47, 46),
        (48, 43),
        (49, 45),
        (46, 43),
        (48, 42),
        (45, 46),
        (47, 47),
        (48, 44),
        (47, 45),
        (45, 44),
        (46, 46),
        (47, 41),
        (46, 42),
        (45, 45),
        (48, 46),
    },
    (26, 4): {
        (27, 6),
        (25, 2),
        (24, 4),
        (28, 5),
        (26, 4),
        (26, 7),
        (28, 6),
        (24, 3),
        (25, 4),
        (28, 2),
        (23, 4),
        (26, 5),
        (27, 5),
        (26, 2),
        (26, 6),
        (26, 1),
        (24, 5),
        (25, 5),
        (27, 2),
        (28, 3),
        (29, 4),
        (25, 3),
        (25, 6),
        (27, 3),
        (27, 4),
        (24, 2),
        (28, 4),
        (24, 6),
        (26, 3),
    },
    (47, 11): {
        (47, 13),
        (49, 9),
        (48, 10),
        (49, 11),
        (45, 10),
        (47, 11),
        (49, 12),
        (44, 11),
        (45, 11),
        (46, 13),
        (46, 10),
        (47, 10),
        (46, 12),
        (46, 9),
        (48, 12),
        (45, 12),
        (49, 10),
        (47, 9),
        (47, 12),
        (49, 13),
        (48, 11),
        (48, 13),
        (45, 9),
        (47, 14),
        (46, 11),
        (47, 8),
        (45, 13),
        (48, 9),
    },
    (29, 33): {
        (29, 32),
        (30, 32),
        (28, 31),
        (27, 31),
        (32, 33),
        (28, 33),
        (30, 34),
        (31, 33),
        (29, 33),
        (28, 34),
        (29, 30),
        (29, 34),
        (31, 31),
        (27, 32),
        (30, 35),
        (27, 34),
        (26, 33),
        (27, 33),
        (30, 33),
        (28, 35),
        (27, 35),
        (29, 35),
        (31, 32),
        (28, 32),
        (29, 31),
        (30, 31),
        (31, 35),
        (31, 34),
        (29, 36),
    },
    (4, 44): {
        (4, 45),
        (2, 45),
        (5, 43),
        (7, 44),
        (4, 44),
        (6, 43),
        (5, 42),
        (2, 42),
        (3, 46),
        (6, 44),
        (6, 45),
        (3, 44),
        (5, 45),
        (6, 42),
        (2, 46),
        (2, 44),
        (3, 45),
        (3, 42),
        (4, 41),
        (5, 44),
        (3, 43),
        (6, 46),
        (2, 43),
        (1, 44),
        (4, 46),
        (5, 46),
        (4, 47),
        (4, 43),
        (4, 42),
    },
    (34, 13): {
        (34, 16),
        (35, 11),
        (33, 14),
        (35, 13),
        (35, 14),
        (36, 11),
        (36, 13),
        (33, 15),
        (31, 13),
        (35, 15),
        (35, 12),
        (36, 15),
        (36, 14),
        (32, 11),
        (32, 12),
        (32, 13),
        (33, 13),
        (32, 14),
        (37, 13),
        (33, 12),
        (32, 15),
        (34, 11),
        (34, 13),
        (34, 15),
        (36, 12),
        (34, 14),
        (33, 11),
        (34, 12),
        (34, 10),
    },
    (23, 30): {
        (24, 32),
        (23, 29),
        (25, 29),
        (25, 28),
        (24, 31),
        (21, 29),
        (23, 32),
        (21, 30),
        (21, 28),
        (21, 32),
        (24, 30),
        (24, 28),
        (21, 31),
        (22, 29),
        (23, 33),
        (22, 32),
        (23, 31),
        (25, 32),
        (20, 30),
        (23, 27),
        (26, 30),
        (23, 30),
        (22, 28),
        (25, 30),
        (25, 31),
        (23, 28),
        (24, 29),
        (22, 30),
        (22, 31),
    },
    (4, 41): {
        (3, 39),
        (6, 40),
        (7, 41),
        (5, 39),
        (2, 39),
        (5, 42),
        (4, 42),
        (2, 41),
        (1, 41),
        (4, 41),
        (6, 39),
        (6, 42),
        (6, 43),
        (2, 40),
        (2, 43),
        (5, 43),
        (3, 41),
        (5, 40),
        (4, 44),
        (4, 43),
        (4, 40),
        (3, 40),
        (4, 38),
        (2, 42),
        (4, 39),
        (3, 42),
        (6, 41),
        (3, 43),
        (5, 41),
    },
    (3, 30): {
        (1, 32),
        (3, 28),
        (3, 32),
        (5, 30),
        (1, 30),
        (5, 32),
        (2, 31),
        (4, 30),
        (1, 31),
        (4, 28),
        (2, 28),
        (6, 30),
        (3, 27),
        (5, 28),
        (2, 30),
        (1, 29),
        (5, 29),
        (5, 31),
        (2, 29),
        (0, 30),
        (3, 33),
        (4, 31),
        (1, 28),
        (3, 30),
        (3, 29),
        (2, 32),
        (4, 32),
        (3, 31),
        (4, 29),
    },
    (33, 26): {
        (32, 24),
        (32, 25),
        (32, 27),
        (33, 25),
        (33, 24),
        (35, 27),
        (36, 26),
        (31, 27),
        (31, 26),
        (35, 26),
        (33, 23),
        (31, 24),
        (34, 26),
        (35, 24),
        (31, 28),
        (32, 26),
        (33, 29),
